iata,icao,name,country,municipality,lat,lon,elevation
MCY,YBSU,Sunshine Coast Airport,AU,Maroochydore,-26.593324,153.08319,15
MCZ,SBMO,Zumbi dos Palmares International Airport,BR,Maceió,-9.512559,-35.791839,387
MDC,WAMM,Sam Ratulangi International Airport,ID,Manado,1.548591,124.92625,264
MDE,SKRG,Jose Maria Córdova International Airport,CO,Medellín,6.16454,-75.4231,6955
MDG,ZYMD,Mudanjiang Hailang International Airport,CN,Mudanjiang,44.525172,129.568634,883
MDH,KMDH,Southern Illinois Airport,US,Murphysboro,37.778099,-89.251999,411
MDI,DNMK,Makurdi Airport,NG,Makurdi,7.70388,8.61394,371
MDK,FZEA,Mbandaka Airport,CD,Mbandaka,0.0226000007242,18.2887001038,1040
MDL,VYMD,Mandalay International Airport,MM,Mandalay,21.702199935913086,95.97789764404297,300
MDQ,SAZM,Ástor Piazzola International Airport,AR,Mar del Plata,-37.9342,-57.5733,72
MDT,KMDT,Harrisburg International Airport,US,Harrisburg,40.192838,-76.762333,310
MDU,AYMN,Mendi Airport,PG,Mendi,-6.14774,143.656998,5680
MDW,KMDW,Chicago Midway International Airport,US,Chicago,41.785999,-87.752403,620
MDY,PMDY,Henderson Field,UM,Sand Island,28.2017,-177.380997,13
MDZ,SAME,Governor Francisco Gabrielli International Airport,AR,Mendoza,-32.831699,-68.7929,2310
MEA,SBME,Macaé Benedito Lacerda Airport,BR,Macaé,-22.343,-41.765999,8
MEB,YMEN,Melbourne Essendon Airport,AU,Essendon Fields,-37.7281,144.901993,282
MEC,SEMT,Eloy Alfaro International Airport,EC,Manta,-0.9460780024528503,-80.67880249023438,48
MED,OEMA,Prince Mohammad Bin Abdulaziz Airport,SA,Medina,24.5534,39.705101,2151
MEE,NWWR,Maré Airport,NC,Maré,-21.482438,168.038465,141
MEG,FNMA,Malanje Airport,AO,Malanje,-9.525090217590332,16.312400817871094,3868
MEH,ENMH,Mehamn Airport,NO,Mehamn,71.029701,27.8267,39
MEI,KMEI,Key Field / Meridian Regional Airport,US,Meridian,32.3326,-88.7519,297
MEK,GMFM,Bassatine Airport,MA,Meknes,33.879101,-5.51512,1890
MEL,YMML,Melbourne Airport,AU,Melbourne,-37.670732,144.837898,434
MEM,KMEM,Memphis International Airport,US,Memphis,35.043845,-89.97634,341
MEN,LFNB,Mende-Brenoux Airfield,FR,Mende/Brénoux,44.502102,3.53282,3362
MEQ,WITC,Cut Nyak Dhien Airport,ID,Kuala Pesisir,4.040998,96.253312,10
MER,KMER,Castle Airport,US,Merced,37.38050079,-120.5680008,191
MES,WIMK,Soewondo Air Force Base,ID,Medan,3.558425,98.672275,114
MEU,SBMD,Monte Dourado - Serra do Areão Airport,BR,Almeirim,-0.889839,-52.6022,677
MEX,MMMX,Mexico City Benito Juárez International Airport,MX,Mexico City,19.435822,-99.07033,7316
MFA,HTMA,Mafia Airport,TZ,Kilindoni,-7.917478,39.668502,60
MFD,KMFD,Mansfield Lahm Regional Airport,US,Mansfield,40.82139968869999,-82.5166015625,1297
MFE,KMFE,McAllen Miller International Airport,US,McAllen,26.176141,-98.237965,107
MFG,OPMF,Muzaffarabad Airport,PK,Muzaffarabad,34.338835,73.508886,2691
MFH,K67L,Mesquite Airport,US,Mesquite,36.833105,-114.055928,1978
MFJ,NFMO,Moala Airport,FJ,Moala,-18.566699981699998,179.951004028,13
MFK,RCMT,Matsu Beigan Airport,TW,Matsu (Beigan),26.22414,120.002679,41
MFM,VMMC,Macau International Airport,MO,Nossa Senhora do Carmo,22.149599,113.592003,20
MFQ,DRRM,Maradi Airport,NE,Maradi,13.5025,7.12675,1240
MFR,KMFR,Rogue Valley International-Medford Airport,US,Medford,42.374199,-122.873001,1335
MFU,FLMF,Mfuwe International Airport,ZM,Mfuwe,-13.2589,31.9366,1853
MGA,MNMG,Augusto C. Sandino (Managua) International Airport,NI,Managua,12.1415,-86.168198,194
MGB,YMTG,Mount Gambier Airport,AU,Mount Gambier,-37.744382,140.780561,
MGC,KMGC,Michigan City Municipal Airport,US,Michigan City,41.7033,-86.821198,655
MGE,KMGE,Dobbins Air Reserve Base,US,Marietta,33.915401,-84.516296,1068
MGF,SBMG,Regional de Maringá - Sílvio Name Júnior Airport,BR,Maringá,-23.47606,-52.016187,1801
MGH,FAMG,Margate Airport,ZA,Margate,-30.8574008942,30.343000412,495
MGL,EDLN,Mönchengladbach Airport,DE,Mönchengladbach,51.230278,6.504444,125
MGM,KMGM,Montgomery Regional (Dannelly Field) Airport,US,Montgomery,32.300598,-86.393997,221
MGN,SKMG,Baracoa Airport,CO,Magangué,9.28474,-74.8461,178
MGQ,HCMM,Aden Adde International Airport,SO,Mogadishu,2.01444,45.304699,29
MGT,YMGB,Milingimbi Airport,AU,Milingimbi Island,-12.0944004059,134.893997192,53
MGW,KMGW,Morgantown Municipal Airport Walter L. (Bill) Hart Field,US,Morgantown,39.643305,-79.917598,1248
MGZ,VYME,Myeik Airport,MM,Mkeik,12.439800262451172,98.62149810791016,75
MHC,SCPQ,Mocopulli Airport,CL,Dalcahue,-42.340388,-73.715693,528
MHD,OIMM,Mashhad International Airport,IR,Mashhad,36.234821,59.642949,3263
MHG,EDFM,Mannheim-City Airport,DE,Mannheim,49.473057,8.514167,308
MHH,MYAM,Leonard M. Thompson International Airport,BS,Marsh Harbour,26.510711,-77.084262,6
MHK,KMHK,Manhattan Regional Airport,US,Manhattan,39.14099884033203,-96.6707992553711,1057
MHM,AGOB,Manaoba Airport,SB,Manaoba,-8.325008,160.80051,14
MHQ,EFMA,Mariehamn Airport,FI,Mariehamn,60.1222,19.898199,17
MHR,KMHR,Sacramento Mather Airport,US,Sacramento,38.554744,-121.297989,98
MHT,KMHT,Manchester-Boston Regional Airport,US,Manchester,42.932598,-71.435699,266
MHU,YHOT,Mount Hotham Airport,AU,Mount Hotham,-37.0475006104,147.333999634,4260
MHV,KMHV,Mojave Air &  Space Port,US,Mojave,35.056391,-118.145342,2801
MHX,NCMH,Manihiki Island Airport,CK,Manihiki Island,-10.38091,-160.999424,11
MHZ,EGUN,RAF Mildenhall,GB,"Bury Saint Edmunds, Suffolk",52.3619,0.486406,33
MIA,KMIA,Miami International Airport,US,Miami,25.796011,-80.289751,8
MIB,KMIB,Minot Air Force Base,US,Minot,48.4156,-101.358002,1667
MID,MMMD,Manuel Crescencio Rejón International Airport,MX,Mérida,20.930485,-89.645462,38
MIE,KMIE,Delaware County Johnson Field,US,Muncie,40.242298,-85.395897,937
MIG,ZUMY,Mianyang Nanjiao Airport,CN,Mianyang (Fucheng),31.428101,104.740997,7874
MII,SBML,Frank Miloye Milenkowichi–Marília State Airport,BR,Marília,-22.196899,-49.926485,2134
MIJ,MLIP,Mili Island Airport,MH,Mili Island,6.084754,171.731419,4
MIK,EFMI,Mikkeli Airport,FI,Mikkeli,61.6866,27.201799,329
MIM,YMER,Merimbula Airport,AU,Merimbula,-36.9085998535,149.901000977,7
MIR,DTMB,Monastir Habib Bourguiba International Airport,TN,Monastir,35.75809860229492,10.75469970703125,9
MIS,AYMS,Misima Island Airport,PG,Misima Island,-10.689200401299999,152.837997437,26
MIU,DNMA,Maiduguri International Airport,NG,Maiduguri,11.854163,13.080702,1099
MIV,KMIV,Millville Municipal Airport,US,Millville,39.367802,-75.072197,85
MJC,DIMN,Man Airport,CI,,7.27207,-7.58736,1089
MJD,OPMJ,Moenjodaro Airport,PK,Moenjodaro,27.335199,68.143097,154
MJE,MH-MJE,Majkin Airport,MH,Majkin,8.163362,168.173862,24
MJF,ENMS,"Mosjøen Airport, Kjærstad",NO,Mosjøen,65.783997,13.2149,237
MJI,HLLM,Mitiga International Airport,LY,Tripoli,32.89177,13.287878,36
MJK,YSHK,Shark Bay Airport,AU,Denham,-25.897294,113.575802,111
MJL,FOGM,Mouilla Ville Airport,GA,Mouila,-1.84514,11.0567,295
MJM,FZWA,Mbuji Mayi Airport,CD,Mbuji Mayi,-6.121240139010001,23.569000244099996,2221
MJN,FMNM,Amborovy Airport,MG,Mahajanga,-15.666842,46.351233,87
MJT,LGMT,Mytilene International Airport,GR,Mytilene,39.057406,26.598629,60
MJY,RU-0470,Motygino Airport,RU,Motygino,58.180921,94.745272,538
MJZ,UERR,Mirny Airport,RU,Mirny,62.534698486328125,114.03900146484375,1156
MKC,KMKC,Charles B. Wheeler Downtown Airport,US,Kansas City,39.123199,-94.592796,759
MKE,KMKE,General Mitchell International Airport,US,Milwaukee,42.947201,-87.896599,723
MKG,KMKG,Muskegon County Airport,US,Muskegon,43.169498,-86.238197,629
MKK,PHMK,Molokai Airport,US,Kaunakakai,21.152901,-157.095993,454
MKL,KMKL,McKellar-Sipes Regional Airport,US,Jackson,35.599899,-88.915604,434
MKM,WBGK,Mukah Airport,MY,Mukah,2.881944,112.043333,20
MKP,NTGM,Makemo Airport,PF,Makemo,-16.5839,-143.658005,3
MKQ,WAKK,Mopah International Airport,ID,Merauke,-8.523898,140.419693,10
MKR,YMEK,Meekatharra Airport,AU,,-26.6117000579834,118.5479965209961,1713
MKU,FOOK,Makokou Airport,GA,Makokou,0.5792109966278076,12.890899658203125,1726
MKW,WAUU,Rendani Airport,ID,Manokwari,-0.891833,134.048996,23
MKY,YBMK,Mackay Airport,AU,Mackay,-21.170816,149.182588,19
MKZ,WMKM,Malacca International Airport,MY,Malacca,2.265613,102.252778,35
MLA,LMML,Malta International Airport,MT,Valletta,35.845932,14.491546,300
MLB,KMLB,Melbourne Orlando International Airport,US,Melbourne,28.102009,-80.641088,33
MLC,KMLC,Mc Alester Regional Airport,US,Mc Alester,34.882401,-95.783501,770
MLE,VRMM,Velana International Airport,MV,Malé,4.19183,73.529099,6
MLG,WARA,Abdul Rachman Saleh Airport,ID,Malang,-7.929099,112.714233,1726
MLI,KMLI,Quad City International Airport,US,Moline,41.448502,-90.5075,590
MLL,PADM,Marshall Don Hunter Sr Airport,US,Marshall,61.8643,-162.026001,103
MLM,MMMM,General Francisco J. Mujica International Airport,MX,Morelia,19.849899,-101.025002,6033
MLN,GEML,Melilla Airport,ES,Melilla,35.2798,-2.95626,156
MLO,LGML,Milos Airport,GR,Milos Island,36.696899,24.4769,10
MLS,KMLS,Miles City Airport - Frank Wiley Field,US,Miles City,46.427268,-105.885372,2630
MLU,KMLU,Monroe Regional Airport,US,Monroe,32.510899,-92.037697,79
MLW,GLMR,Spriggs Payne Airport,LR,Monrovia,6.28906,-10.7587,25
MLX,LTAT,Malatya Erhaç Airport,TR,Malatya,38.435298919699996,38.0909996033,2828
MLY,PAML,Manley Hot Springs Airport,US,Manley Hot Springs,64.99188,-150.644102,270
MMB,RJCM,Memanbetsu Airport,JP,Ōzora,43.8805999756,144.164001465,135
MMD,ROMD,Minamidaito Airport,JP,Minamidaito,25.8465,131.263,167
MME,EGNV,Teesside International Airport,GB,"Darlington, Durham",54.509201,-1.42941,120
MMG,YMOG,Mount Magnet Airport,AU,,-28.116100311279297,117.84200286865234,1354
MMH,KMMH,Mammoth Yosemite Airport,US,Mammoth Lakes,37.625381,-118.84306,7135
MMJ,RJAF,Shinshu-Matsumoto Airport,JP,Matsumoto,36.166801,137.923004,2182
MMK,ULMM,Emperor Nicholas II Murmansk Airport,RU,Murmansk,68.7817,32.750801,266
MMO,GVMA,Maio Airport,CV,Vila do Maio,15.155900001525879,-23.213699340820312,36
MMT,KMMT,Mc Entire Joint National Guard Base,US,Eastover,33.92079926,-80.80130005,254
MMU,KMMU,Morristown Municipal Airport,US,Morristown,40.799062,-74.414949,187
MMX,ESMS,Malmö Sturup Airport,SE,Malmö,55.535564,13.376327,236
MMY,ROMY,Miyako Airport,JP,Miyakojima,24.782801,125.294998,150
MMZ,OAMN,Maymana Zahiraddin Faryabi Airport,AF,Maymana,35.930801,64.760902,2743
MNC,FQNC,Nacala International Airport,MZ,Nacala,-14.4882,40.7122,410
MNF,NFMA,Mana Island Airport,FJ,Mana Island,-17.672844,177.0985,
MNG,YMGD,Maningrida Airport,AU,Maningrida,-12.0560998917,134.23399353,123
MNH,OM-0004,Mussanah Airport,OM,Al Masna'ah,23.640556,57.4875,372
MNI,TRPG,John A. Osborne Airport,MS,Gerald's Park,16.791835,-62.193204,550
MNJ,FMSM,Mananjary Airport,MG,Mananjary,-21.201799,48.358299,20
MNL,RPLL,Ninoy Aquino International Airport,PH,Manila (Pasay),14.5086,121.019997,75
MNR,FLMG,Mongu Airport,ZM,Mongu,-15.2545,23.1623,3488
MNT,51Z,Minto Al Wright Airport,US,Minto,65.147991,-149.368658,460
MNU,VYMM,Mawlamyine Airport,MM,Mawlamyine,16.444700241088867,97.66069793701172,52
MNX,SBMY,Manicoré Airport,BR,Manicoré,-5.81138,-61.278301,174
MNY,AGGO,Mono Airport,SB,Stirling Island,-7.41694,155.565002,35
MNZ,KHEF,Washington Manassas Harry P. Davis Field,US,Manassas,38.723021,-77.515422,192
MOA,MUMO,Orestes Acosta Airport,CU,Moa,20.653900146484375,-74.92220306396484,16
MOB,KMOB,Mobile Regional Airport,US,Mobile,30.6912,-88.242798,219
MOC,SBMK,Mário Ribeiro Airport,BR,Montes Claros,-16.706919,-43.818901,2191
MOD,KMOD,Modesto City Co-Harry Sham Field,US,Modesto,37.625801,-120.954002,97
MOE,VYMO,Momeik Airport,MM,,23.092500686645508,96.64530181884766,600
MOF,WATC,Frans Xavier Seda Airport,ID,Waioti,-8.639514,122.238135,115
MOG,VYMS,Mong Hsat Airport,MM,Mong Hsat,20.516799926757812,99.25679779052734,1875
MOH,WAFO,Maleo Airport,ID,Morowali,-2.201143,121.662884,12
MOI,NCMR,Mitiaro Island Airport,CK,Mitiaro Island,-19.842501,-157.703003,25
MOJ,SMMO,Moengo Airstrip,SR,Moengo,5.6076,-54.4003,49
MOL,ENML,"Molde Airport, Årø",NO,Årø,62.744701,7.2625,10
MON,NZMC,Mount Cook Airport,NZ,,-43.764999,170.132996,2153
MOQ,FMMV,Morondava Airport,MG,Morondava,-20.2847,44.3176,30
MOT,KMOT,Minot International Airport,US,Minot,48.25801,-101.279123,1716
MOU,PAMO,Mountain Village Airport,US,Mountain Village,62.095401763916016,-163.6820068359375,337
MOV,YMRB,Moranbah Airport,AU,Moranbah,-22.057800293,148.07699585,770
MOZ,NTTM,Moorea Temae Airport,PF,Moorea-Maiao,-17.48979,-149.761777,9
MPA,FYKM,Katima Mulilo Airport,NA,Mpacha,-17.634258,24.176688,3144
MPC,WIPU,Muko Muko Airport,ID,Muko Muko,-2.541058,101.087651,24
MPH,RPVE,Godofredo P. Ramos Airport,PH,Caticlan,11.9245,121.954002,7
MPL,LFMT,Montpellier-Méditerranée Airport,FR,Montpellier/Méditerranée,43.576199,3.96301,17
MPM,FQMA,Maputo Airport,MZ,Maputo,-25.920799,32.572601,145
MPN,EGYP,Mount Pleasant Airport / RAF Mount Pleasant,FK,Mount Pleasant,-51.822642,-58.445777,244
MPV,KMPV,Edward F Knapp State Airport,US,Barre/Montpelier,44.20349884,-72.56230164,1166
MPW,UKCM,Mariupol International Airport,UA,Mariupol,47.07609939575195,37.44960021972656,251
MPY,SOOA,Maripasoula Airport,GF,Maripasoula,3.655907,-54.039431,406
MQC,LFVM,Miquelon Airport,PM,Miquelon,47.095501,-56.380299,10
MQF,USCM,Magnitogorsk International Airport,RU,Magnitogorsk,53.391991,58.755235,1430
MQH,SBMC,Minaçu Airport,BR,Minaçu,-13.5491,-48.195301,1401
MQJ,UEMA,Moma Airport,RU,Khonuu,66.450861,143.261551,656
MQL,YMIA,Mildura Airport,AU,Mildura,-34.229198455799995,142.085998535,167
MQM,LTCR,Mardin Airport,TR,Mardin,37.223300933800004,40.6316986084,1729
MQN,ENRA,"Mo i Rana Airport, Røssvoll",NO,Mo i Rana,66.363899230957,14.301400184631,229
MQP,FAKN,Kruger Mpumalanga International Airport,ZA,Mbombela,-25.383327,31.105325,2829
MQQ,FTTD,Moundou Airport,TD,Moundou,8.628503,16.074241,1407
MQS,TVSM,Mustique Airport,VC,Lovell,12.8879,-61.180199,8
MQT,KSAW,Marquette/Sawyer International Airport,US,Gwinn,46.351498,-87.395884,1221
MQU,SKQU,Mariquita Airport,CO,Mariquita,5.21256,-74.8836,1531
MQX,HAMK,Mekele Alula Aba Nega Airport,ET,Mekele,13.4674,39.533501,7396
MQY,KMQY,Smyrna Airport,US,Smyrna,36.0089988708,-86.5201034546,543
MRA,HLMS,Misrata International Airport,LY,Misrata,32.325001,15.061,60
MRB,KMRB,Eastern WV Regional Airport/Shepherd Field,US,Martinsburg,39.40190125,-77.98459625,565
MRD,SVMD,Alberto Carnevalli Airport,VE,Mérida,8.582078,-71.161041,5007
MRE,HKMS,Mara Serena Lodge Airstrip,KE,Serena,-1.404588,35.008349,5200
MRG,YMBA,Mareeba Airport,AU,Mareeba,-17.070277,145.424228,1560
MRI,PAMR,Merrill Field,US,Anchorage,61.212792,-149.843988,137
MRO,NZMS,Hood Airport,NZ,Masterton,-40.974634,175.63454,364
MRQ,RPUW,Marinduque Airport,PH,Gasan,13.361000061035156,121.82599639892578,32
MRR,SEMA,Jose Maria Velasco Ibarra Airport,EC,Macará,-4.37823009491,-79.94100189210002,1508
MRS,LFML,Marseille Provence Airport,FR,"Marignane, Bouches-du-Rhône",43.438088,5.2125,74
MRU,FIMP,Sir Seewoosagur Ramgoolam International Airport,MU,Plaine Magnien,-20.430201,57.683601,186
MRV,URMM,Mineralnye Vody Airport,RU,Mineralnyye Vody,44.225101,43.081902,1054
MRW,EKMB,Lolland Falster Maribo Airport,DK,Rødby,54.699447,11.438163,16
MRX,OIAM,Mahshahr Airport,IR,Mahshahr,30.5562,49.151901,8
MRY,KMRY,Monterey Regional Airport,US,Monterey,36.586777,-121.844183,257
MRZ,YMOR,Moree Airport,AU,Moree,-29.498899459799997,149.845001221,701
MSA,CZMD,Muskrat Dam Airport,CA,Muskrat Dam,53.441399,-91.762802,911
MSH,OOMA,RAFO Masirah,OM,Masirah,20.6754,58.890499,64
MSJ,RJSM,Misawa Airport / Misawa Air Base,JP,Misawa,40.703201,141.367996,119
MSL,KMSL,Northwest Alabama Regional Airport,US,Muscle Shoals,34.745123,-87.612981,551
MSN,KMSN,Dane County Regional Truax Field,US,Madison,43.1399,-89.337502,887
MSO,KMSO,Missoula Montana Airport,US,Missoula,46.915816,-114.091107,3206
MSP,KMSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,US,Minneapolis,44.880081,-93.221741,841
MSQ,UMMS,Minsk National Airport,BY,Minsk,53.888071,28.039964,670
MSR,LTCK,Muş Airport,TR,Muş,38.747798919677734,41.66120147705078,4157
MSS,KMSS,Massena International Airport Richards Field,US,Massena,44.936157,-74.844304,215
MST,EHBK,Maastricht Aachen Airport,NL,Maastricht,50.911087,5.769401,375
MSU,FXMM,Moshoeshoe I International Airport,LS,Maseru(Mazenod),-29.456277,27.554456,5348
MSW,HHMS,Massawa International Airport,ER,Massawa,15.67,39.370098,194
MSY,KMSY,Louis Armstrong New Orleans International Airport,US,New Orleans,29.993401,-90.264673,4
MSZ,FNMO,Welwitschia Mirabilis International Airport,AO,Moçâmedes,-15.2612,12.1468,210
MTC,KMTC,Selfridge Air National Guard Base Airport,US,Mount Clemens,42.613463,-82.836919,580
MTF,HAMT,Mizan Teferi Airport,ET,Mizan Teferi,6.9571,35.5547,4396
MTH,KMTH,Florida Keys Marathon International Airport,US,Marathon,24.726006,-81.05138,5
MTJ,KMTJ,Montrose Regional Airport,US,Montrose,38.5098,-107.893997,5759
MTN,KMTN,Martin State Airport,US,Baltimore,39.325699,-76.413803,21
MTP,KMTP,Montauk Airport,US,Montauk,41.0765,-71.920797,6
MTR,SKMR,Los Garzones Airport,CO,Montería,8.82374,-75.8258,41
MTS,FDMS,Matsapha International Airport,SZ,Manzini,-26.528919,31.307577,2075
MTT,MMMT,Minatitlán/Coatzacoalcos International Airport,MX,Cosoleacaque,18.103399,-94.580704,36
MTY,MMMY,Monterrey International Airport,MX,Monterrey,25.778521,-100.106989,1278
MTZ,LLMZ,Bar Yehuda Airfield,IL,Masada,31.328199,35.388599,-1266
MUA,AGGM,Munda Airport,SB,Munda,-8.32797,157.263,10
MUB,FBMN,Maun International Airport,BW,Maun,-19.970491,23.431409,3093
MUC,EDDM,Munich Airport,DE,Munich,48.353802,11.7861,1487
MUD,FQMD,Mueda Airport,MZ,Mueda,-11.6729,39.563099,2789
MUE,PHMU,Waimea Kohala Airport,US,Waimea (Kamuela),20.001301,-155.667999,2671
MUH,HEMM,Mersa Matruh International Airport,EG,Marsa Matruh,31.324313,27.22227,75
MUI,KMUI,Muir Army Air Field (Fort Indiantown Gap) Airport,US,Fort Indiantown Gap(Annville),40.435214,-76.568661,488
MUK,NCMK,Mauke Airport,CK,Mauke Island,-20.13610076904297,-157.34500122070312,26
MUN,SVMT,José Tadeo Monagas International Airport,VE,Maturín,9.749023,-63.153348,224
MUO,KMUO,Mountain Home Air Force Base,US,Mountain Home,43.043598,-115.872002,2996
MUR,WBGM,Marudi Airport,MY,Marudi,4.178734,114.330318,103
MUW,DAOV,Ghriss Airport,DZ,Ghriss,35.207699,0.147142,1686
MUX,OPMT,Multan International Airport,PK,Multan,30.203199,71.419098,403
MUZ,HTMU,Musoma Airport,TZ,Musoma,-1.503,33.8021,3806
MVA,BIRL,Mývatn Airport,IS,Myvatn,65.6558,-16.9181,1030
MVB,FOON,M'Vengue El Hadj Omar Bongo Ondimba International Airport,GA,Franceville,-1.65616,13.438,1450
MVD,SUMU,Carrasco General Cesáreo L. Berisso International Airport,UY,Ciudad de la Costa,-34.835647,-56.026497,105
MVF,SBMS,Dix-Sept Rosado Airport,BR,Mossoró,-5.20192,-37.3643,76
MVP,SKMU,Fabio Alberto Leon Bentley Airport,CO,Mitú,1.25366,-70.2339,680
MVQ,UMOO,Mogilev Airport,BY,Mogilev,53.954898834228516,30.09510040283203,637
MVR,FKKL,Salak Airport,CM,Maroua,10.451399803161621,14.257399559020996,1390
MVT,NTGV,Mataiva Airport,PF,,-14.8681001663208,-148.7169952392578,11
MVY,KMVY,Martha's Vineyard Airport,US,Martha's Vineyard,41.3931007385,-70.6143035889,67
MVZ,FVMV,Masvingo International Airport,ZW,Masvingo,-20.0553,30.8591,3595
MWA,KMWA,Veterans Airport of Southern Illinois,US,Marion,37.751208,-89.016568,472
MWD,OPMI,Mianwali Air Base,PK,Mianwali,32.5630989074707,71.5707015991211,690
MWE,HSMN,Merowe Airport,SD,Merowe,18.443333,31.843333,897
MWH,KMWH,Grant County International Airport,US,Moses Lake,47.20769882,-119.3199997,1189
MWL,KMWL,Mineral Wells Regional Airport,US,Mineral Wells,32.781601,-98.060204,974
MWQ,VYMW,Magway Airport,MM,Magway,20.1656,94.941399,279
MWX,RKJB,Muan International Airport,KR,Muan (Piseo-ri),34.991406,126.382814,35
MWZ,HTMW,Mwanza International Airport,TZ,Mwanza,-2.446563,32.936049,3763
MXF,KMXF,Maxwell Air Force Base,US,Montgomery,32.3829,-86.365799,171
MXH,AYMR,Moro Airport,PG,Moro,-6.36332988739,143.238006592,2740
MXI,RPMQ,Mati National Airport,PH,Mati,6.949091,126.27368,156
MXJ,DNMN,Minna Airport,NG,Minna,9.652170181274414,6.462259769439697,834
MXL,MMML,General Rodolfo Sánchez Taboada International Airport,MX,Mexicali,32.630629,-115.242805,74
MXM,FMSR,Morombe Airport,MG,Morombe,-21.753837,43.374753,16
MXN,LFRU,Morlaix-Ploujean Airport,FR,Morlaix/Ploujean,48.6031990051,-3.81577992439,272
MXP,LIMC,Milan Malpensa International Airport,IT,Ferno (VA),45.6306,8.72811,768
MXV,ZMMN,Mörön Airport,MN,Mörön,49.663677,100.100028,4272
MXW,ZMMG,Mandalgobi Airport,MN,Mandalgobi,45.7380981445,106.268997192,4550
MXX,ESKM,Mora Airport,SE,Mora,60.957901,14.5114,634
MXZ,ZGMX,Meizhou Meixian Changgangji International Airport,CN,Meizhou (Meixian),24.263425,116.097857,312
MYA,YMRY,Moruya Airport,AU,Moruya,-35.8978004456,150.143997192,14
MYC,SVBS,Escuela Mariscal Sucre Airport,VE,Maracay,10.249978,-67.649422,1338
MYD,HKML,Malindi International Airport,KE,Malindi,-3.22931,40.1017,80
MYE,RJTQ,Miyakejima Airport,JP,Miyakejima,34.073600769,139.559997559,67
MYG,MYMM,Mayaguana Airport,BS,Abraham Bay Settlement,22.379499,-73.013494,11
MYI,YMAE,Murray Island Airport,AU,Murray Island,-9.915105,144.054644,300
MYJ,RJOM,Matsuyama Airport,JP,Matsuyama,33.826893,132.700114,25
MYK,MYK,May Creek Airport,US,May Creek,61.335701,-142.686996,1650
MYL,KMYL,McCall Municipal Airport,US,McCall,44.888837,-116.101112,5024
MYP,UTAM,Mary International Airport,TM,Mary,37.62353,61.895668,728
MYQ,VOMY,Mysore Airport,IN,Mysore,12.229751,76.653683,2349
MYR,KMYR,Myrtle Beach International Airport,US,Myrtle Beach,33.679699,-78.928299,25
MYT,VYMK,Myitkyina Airport,MM,Myitkyina,25.3836,97.351898,475
MYU,PAMY,Mekoryuk Airport,US,Mekoryuk,60.372338,-166.269751,48
MYV,KMYV,Yuba County Airport,US,Marysville,39.09780121,-121.5699997,64
MYW,HTMT,Mtwara Airport,TZ,Mtwara,-10.336204,40.181997,371
MYY,WBGR,Miri Airport,MY,Miri,4.32201,113.987,59
MZB,FQMP,Mocímboa da Praia Airport,MZ,Mocímboa da Praia,-11.3618,40.3549,89
